event,avgTweetLength_orig,numTweets_orig,credCount-2_ret,credCount-1_ret,credCount0_ret,credCount1_ret,credCount2_ret,P_ca_ret,Credibility_Class_Name_ret,Credibility_Class_Number_ret,cscw_predictor
liverpool_wimbledon_gerrard-20150105_155639-20150105_170351,15.42867222,7087,1,0,0,2,27,0.9,Perfect,1,3
years_pistorius_oscar-20141021_063933-20141021_074840,15.17886283,23532,0,0,0,3,27,0.9,Perfect,1,1
game_brady_jets-20141016_181953-20141016_192544,19.83088235,408,0,0,3,4,23,0.766666667,Moderate,3,3
liverpool_united_goal-20141214_073154-20141214_082820,13.19002444,6957,0,0,0,3,27,0.9,Perfect,1,3
kobe_bitch_dwight-20141029_114512-20141029_124758,13.9952381,420,0,0,6,11,13,0.433333333,Low,4,4
lavine_zach_dunk-20150214_235643-20150215_011903-20150215_023754,13.44218678,24017,0,0,0,5,25,0.833333333,High,2,2
missing_flight_airasia-20141227_230234-20141228_000448-20141228_011616,14.05277804,42404,0,0,0,2,28,0.933333333,Perfect,1,1
#charliehebdo_#jesuischarlie_charlie-20150108_033749-20150108_051217,11.92275574,5269,1,0,1,1,27,0.9,Perfect,1,2
eddie_redmayne_actor-20150223_013601-20150223_023350,14.92275082,23353,0,0,0,1,29,0.966666667,Perfect,1,1
lakers_game_bulls-20150129_223301-20150129_233834,14.35281385,3234,0,0,0,4,26,0.866666667,High,2,1
peyton_manning_congrats-20141019_203950-20141019_215325,10.64569995,15151,2,1,2,2,23,0.766666667,Moderate,3,1
president_news_obama-20150216_112809-20150216_123715,16.62565497,20230,1,5,1,6,17,0.566666667,Low,4,4
scott_rip_rest-20150104_110633-20150104_120216,17.33009034,1439,0,0,0,3,27,0.9,Perfect,1,2
ebola_dallas_nurse-20141024_100532-20141024_110550,14.89751755,13817,0,0,1,3,26,0.866666667,High,2,1
lester_fans_cubs-20141210_085127-20141210_094441,17.85805934,1247,0,0,4,7,19,0.633333333,Moderate,3,3
game_duke_win-20150218_215027-20150218_225602,16.03328804,1472,0,1,2,3,24,0.8,High,2,4
ref_flag_pass-20150104_184648-20150104_193837,17.40523466,1108,1,0,4,4,21,0.7,Moderate,3,3
buhari_against_apc-20150204_011300-20150204_022809,14.65518784,2236,1,0,5,11,13,0.433333333,Low,4,3
messi_goals_record-20141105_165647-20141105_180140,15.9239236,3089,0,0,0,2,28,0.933333333,Perfect,1,2
isis_pilot_after-20150204_083128-20150204_083741-20150204_091914-20150204_100529,14.82775269,12842,0,0,0,7,23,0.766666667,Moderate,3,1
misbah_test_pic-20141102_034232-20141102_045904,14.60773481,181,0,0,2,4,24,0.8,High,2,3
draw_league_arsenal-20141215_071716-20141215_081304,16.20174311,6999,0,0,0,3,27,0.9,Perfect,1,2
carlisle_clarke_thoughts-20141222_172214-20141222_182413,15.33540116,2418,0,0,1,6,23,0.766666667,Moderate,3,3
united_southampton_man-20150111_122245-20150111_133606,14.18030707,7881,0,0,1,4,25,0.833333333,High,2,1
eric_garner_man-20141204_123827-20141204_135555,18.36614088,9256,1,0,2,7,20,0.666666667,Moderate,3,2
#sydneysiege_sydney_hostages-20141215_173626-20141215_185322,15.11434246,7049,0,0,1,2,27,0.9,Perfect,1,3
gerrard_liverpool_steven-20150101_161018-20150101_173005,15.42331571,49932,1,0,3,9,17,0.566666667,Low,4,1
scott_cancer_long-20150104_092526-20150104_101520,19.15554593,4616,0,0,0,0,30,1,Perfect,1,3
maryland_state_win-20141101_123203-20141101_133032,17.21404682,299,0,0,0,4,26,0.866666667,High,2,3
mayweather_may_fight-20150220_165832-20150220_175943,14.65984982,12518,0,0,0,2,28,0.933333333,Perfect,1,3
arsenal_goal_united-20141122_122416-20141122_132506,14.55670513,7539,1,0,1,3,25,0.833333333,High,2,4
diwali_very_wish-20141022_235459-20141023_011644,14.52448179,14521,0,0,5,2,23,0.766666667,Moderate,3,3
tom_delonge_blink-20150126_141134-20150126_152825,13.31162307,5773,1,4,6,3,16,0.533333333,Low,4,2
missing_flight_airasia-20141228_023240-20141228_035311,14.11851147,47295,0,0,0,3,27,0.9,Perfect,1,1
bumgarner_old_mvp-20141029_224319-20141029_234451,21.30555556,36,1,0,0,1,28,0.933333333,Perfect,1,3
game_ole_lsu-20141025_225643-20141026_000619,14.6444687,5496,0,1,2,1,25,0.862068966,High,2,3
obama_saudi_king-20150124_041636-20150124_053040,16.54686656,7404,0,1,1,3,25,0.833333333,High,2,2
#chapelhillshooting_were_victims-20150211_090748-20150211_101625,16.86889898,1762,1,0,1,4,24,0.8,High,2,1
police_video_#antoniomartin-20141224_153022-20141224_163710,17.34375,672,1,1,2,5,21,0.7,Moderate,3,3
game_tonight_lsu-20141025_203414-20141025_214728,16.58116232,499,0,1,1,11,17,0.566666667,Low,4,1
stuart_scott_night-20150105_080910-20150105_085709,19.42686243,1839,0,0,1,0,29,0.966666667,Perfect,1,4
messi_goal_champions-20141125_141733-20141125_152705,14.2163971,8965,0,0,1,1,28,0.933333333,Perfect,1,3
award_exo_sbs-20141221_102623-20141221_112747,16.19791667,864,1,0,0,6,23,0.766666667,Moderate,3,3
rose_man_damn-20150224_231202-20150225_001939,13.07272727,1155,0,2,3,9,16,0.533333333,Low,4,2
merry_everyone_guys-20141225_111110-20141225_121211,16.39727831,6834,0,3,3,2,21,0.724137931,Moderate,3,2
video_sydney_place-20141216_010150-20141216_022922,15.10095238,525,1,2,0,5,22,0.733333333,Moderate,3,2
sony_north_korea-20141218_045704-20141218_062147,15.38966116,48342,0,0,4,7,19,0.633333333,Moderate,3,2
paris_march_rally-20150111_074509-20150111_085056,14.66382163,5741,0,0,1,3,26,0.866666667,High,2,1
kill_lee_mockingbird-20150203_175539-20150203_190522-20150203_191938,16.56544115,31089,0,0,1,4,25,0.833333333,High,2,1
world_cup_ireland-20150225_060823-20150225_071721,17.23591249,10559,0,0,0,3,27,0.9,Perfect,1,2
children_#peshawarattack_their-20141216_104436-20141216_120017,18.65689949,2935,0,0,1,5,24,0.8,High,2,2
star_wars_trailer-20141128_153200-20141128_164009,14.73250045,178576,0,0,4,3,23,0.766666667,Moderate,3,4
funeral_their_police-20141227_114125-20141227_124712,17.70044614,1569,0,0,1,3,26,0.866666667,High,2,3
game_season_jabari-20141216_201542-20141216_213344,18.58333333,36,0,1,2,5,22,0.733333333,Moderate,3,3
cam_newton_city-20141210_123826-20141210_134728,18.45098039,51,0,0,1,5,24,0.8,High,2,3
gaon_chart_awards-20150128_072301-20150128_083844-20150128_085537,13.57818782,13928,0,0,0,9,21,0.7,Moderate,3,3
microsoft_watch_live-20150121_134309-20150121_143355,14.36555646,2462,0,0,2,3,25,0.833333333,High,2,2
win_arsenal_city-20150111_074509-20150111_085056,17.49779087,2037,0,0,0,5,25,0.833333333,High,2,2
#charliehebdo_#jesuischarlie_religion-20150107_164147-20150107_175052,15.18112948,1452,2,0,7,4,17,0.566666667,Low,4,2
united_rooney_friday-20141226_091837-20141226_101341,18.2,5,0,0,1,8,21,0.7,Moderate,3,3
fire_dubai_skyscraper-20150220_185641-20150220_195817,12.00839228,8341,0,0,0,3,27,0.9,Perfect,1,4
bloody_aap_delhi-20150210_113139-20150210_124002,17.57142857,21,0,0,4,4,22,0.733333333,Moderate,3,3
klay_night_quarter-20150124_102128-20150124_112014,17.21329305,1655,0,0,1,1,28,0.933333333,Perfect,1,2
game_ohio_bama-20150101_233743-20150102_004727,16.41581197,4680,0,0,0,1,29,0.966666667,Perfect,1,2
game_ben_big-20141026_183016-20141026_192928,15.37014315,2445,0,0,1,6,23,0.766666667,Moderate,3,3
red_movies_#oscars-20150223_034403-20150223_045603,16.9689441,161,0,0,1,5,24,0.8,High,2,3
saudi_king_obama-20150124_064009-20150124_073826,16.55094086,7440,0,1,1,4,24,0.8,High,2,4
windows_microsoft_holographic-20150121_134309-20150121_143355,11.71708267,8734,0,0,0,4,26,0.866666667,High,2,2
#grammys_annie_lennox-20150208_204025-20150208_213235,11.52741547,7897,0,0,2,7,21,0.7,Moderate,3,3
ebola_york_nyc-20141023_201240-20141023_213156,16.06356947,11279,1,1,5,3,20,0.666666667,Moderate,3,2
streak_hawks_game-20150202_215501-20150202_220839-20150202_222455-20150202_224728-20150202_225152-20,15.45187651,3304,0,0,0,1,29,0.966666667,Perfect,1,1
news_breaking_randle-20141028_232501-20141029_004405,18.58333333,36,0,0,0,7,23,0.766666667,Moderate,3,3
bears_phil_emery-20141229_084729-20141229_093750,14.39345555,5073,0,0,0,3,27,0.9,Perfect,1,2
donaldson_josh_lawrie-20141128_220721-20141128_231113,15.69699951,2033,0,0,0,6,24,0.8,High,2,2
thanks_scott_stuart-20150105_094502-20150105_104053,18.02168142,2260,0,0,0,2,28,0.933333333,Perfect,1,2
world_south_africa-20141214_110208-20141214_120714,14.39781004,20457,0,0,0,0,30,1,Perfect,1,3
grammy_#grammys_grammys-20150209_052903-20150209_063819,14.18329119,38758,0,0,0,4,26,0.866666667,High,2,1
school_children_pakistan-20141216_064345-20141216_075524,16.03839983,18698,0,0,1,5,24,0.8,High,2,2
ohio_state_oregon-20150101_233743-20150102_004727,13.78135752,38364,0,0,0,0,30,1,Perfect,1,1
dame_notre_florida-20141018_200111-20141018_212201,14.59285483,21609,0,0,0,2,28,0.933333333,Perfect,1,1
kayla_mueller_isis-20150210_093055-20150210_103036,15.0924843,27875,0,0,0,4,26,0.866666667,High,2,4
lebron_points_james-20141110_203322-20141110_213526,18.71052632,38,1,0,0,2,27,0.9,Perfect,1,3
attack_israeli_killed-20150128_072301-20150128_083844-20150128_085537,14.28119002,2084,0,0,3,5,22,0.733333333,Moderate,3,3
news_ottawa_canada-20141023_131253-20141023_145258-20141023_161032,14.36378184,22497,0,2,1,6,21,0.7,Moderate,3,4
ebola_york_news-20141024_015321-20141024_033715,16.03854347,24881,0,0,0,3,27,0.9,Perfect,1,2
james_harden_ricky-20150223_220648-20150223_230812,13.36534109,3093,0,2,0,4,24,0.8,High,2,1
ballon_fifa_#ballondor-20141028_032212-20141028_051326,14.31647635,613,2,0,3,8,17,0.566666667,Low,4,3
bjp_aap_delhi-20150207_053516-20150207_063409,17.3212324,24213,1,0,2,7,20,0.666666667,Moderate,3,4
video_kassig_state-20141116_053344-20141116_064429,16.06631435,5866,0,0,1,7,22,0.733333333,Moderate,3,3
plane_crash_transasia-20150203_225646-20150204_000057,13.53654818,12463,0,0,0,0,30,1,Perfect,1,1
gross_cuba_alan-20141217_073951-20141217_084618,15.0623522,28756,0,0,0,4,26,0.866666667,High,2,1
missing_flight_may-20141228_082602-20141228_091451,18.38655462,476,0,0,1,8,21,0.7,Moderate,3,2
klay_quarter_points-20150124_082821-20150124_092558,15.85169713,5745,0,0,0,2,28,0.933333333,Perfect,1,1
#grammys_better_gaga-20150208_204025-20150208_213235,15.31788079,151,0,0,5,6,19,0.633333333,Moderate,3,2
nash_wow_steve-20141023_201240-20141023_213156,13.79924953,533,0,0,2,8,20,0.666666667,Moderate,3,3
police_#millionsmarchnyc_over-20141213_213712-20141213_224642,14.0625,64,1,0,1,8,20,0.666666667,Moderate,3,3
eric_garner_death-20141203_170433-20141203_181049,16.1828323,24383,1,1,0,2,26,0.866666667,High,2,1
eagles_win_redskins-20141220_172538-20141220_184434,16.46422535,1775,0,0,0,1,29,0.966666667,Perfect,1,1
after_leak_space-20150114_073222-20150114_084351,14.85897436,2886,0,0,0,5,25,0.833333333,High,2,3
romo_tony_game-20141027_212117-20141027_223624,16.80626703,3670,2,0,1,10,17,0.566666667,Low,4,3
#goldenglobes_golden_red-20150111_192153-20150111_202104-20150111_205536,13.84191355,4118,0,0,1,1,28,0.933333333,Perfect,1,2
coach_jack_del-20150114_145313-20150114_151341-20150114_162116,16.12603247,7022,0,0,0,1,29,0.966666667,Perfect,1,1
win_nfc_north-20141228_185636-20141228_200329,16.64565943,2396,0,0,0,0,30,1,Perfect,1,2
trade_nba_sixers-20150219_152858-20150219_163855,13.81107955,704,1,1,1,5,22,0.733333333,Moderate,3,3
cia_torture_report-20141211_120453-20141211_132837,14.49860864,125417,1,1,0,5,23,0.766666667,Moderate,3,2
pope_francis_welcome-20150115_101528-20150115_104504-20150115_104544-20150115_105409-20150115_105707,9.879475266,73180,0,0,1,3,26,0.866666667,High,2,2
ebola_health_board-20141017_081818-20141017_092258,18.01963049,866,0,0,6,10,14,0.466666667,Low,4,3
obama_#sotu_both-20150120_202650-20150120_203149-20150120_204136-20150120_214014-20150120_225904,19.10189873,1580,0,2,2,5,21,0.7,Moderate,3,1
patriots_east_afc-20141214_152337-20141214_162911,14.68660394,4464,0,0,0,0,30,1,Perfect,1,1
lebron_win_heat-20141225_195412-20141225_210407,15.87479936,1246,0,0,0,2,28,0.933333333,Perfect,1,3
mom_police_louis-20141224_114454-20141224_123850,18.57142857,7,0,1,3,4,22,0.733333333,Moderate,3,3
king_saudi_abdullah-20150122_171213-20150122_181807-20150122_191647,14.38147736,33289,0,0,0,1,29,0.966666667,Perfect,1,2
banks_ernie_cubs-20150123_232020-20150124_002601,15.34288725,9490,0,0,0,1,29,0.966666667,Perfect,1,1
japanese_video_hostages-20150120_021516-20150120_033412,14.69052224,9306,0,0,2,4,24,0.8,High,2,2
king_silver_saudi-20150123_160429-20150123_171441,18.2,20,0,3,4,8,15,0.5,Low,4,3
belichick_bill_balls-20150124_140741-20150124_151537,15.33807301,4712,2,1,3,5,19,0.633333333,Moderate,3,1
kanye_#grammys_did-20150208_222440-20150208_231446,14.7837535,1785,1,0,1,6,22,0.733333333,Moderate,3,3
quarter_thompson_points-20150123_232020-20150124_002601,15.86439148,5538,0,0,1,2,27,0.9,Perfect,1,1
cops_black_police-20141221_102623-20141221_112747,19.37958818,1117,1,2,5,9,13,0.433333333,Low,4,3
police_paris_attack-20150107_040103-20150107_054935,15.86489419,1843,1,0,0,3,26,0.866666667,High,2,2
ireland_beat_australia-20141122_122416-20141122_132506,13.22616137,818,0,0,1,5,24,0.8,High,2,1
state_emergency_black-20141117_200655-20141117_211526,18.72210526,475,3,1,3,4,19,0.633333333,Moderate,3,3
beckham_odell_game-20141214_152337-20141214_162911,17.35135135,814,1,0,1,8,20,0.666666667,Moderate,3,2
paris_attack_news-20150107_100842-20150107_112852,14.32928472,39355,0,0,0,0,30,1,Perfect,1,1
cold_muslim_after-20150110_225406-20150111_000804,18.43809524,105,0,0,3,3,24,0.8,High,2,3
coach_tarkanian_jerry-20150211_113533-20150211_125933,14.68003798,8426,0,0,1,1,28,0.933333333,Perfect,1,2
everyone_sydney_thinking-20141215_050122-20141215_061304,15.1587156,1090,0,2,2,7,19,0.633333333,Moderate,3,4
torture_report_cia-20141211_034242-20141211_052307,14.51196012,80852,1,1,2,5,21,0.7,Moderate,3,2
groundhog_snow_yeah-20150202_102212-20150202_111337-20150202_120702,20.05882353,17,1,0,3,4,22,0.733333333,Moderate,3,3
real_madrid_week-20150122_031736-20150122_043844,18.81073753,3688,0,0,2,7,21,0.7,Moderate,3,3
lakers_watch_randle-20141029_022108-20141029_040700,18.31021898,274,0,0,1,7,22,0.733333333,Moderate,3,3
#charliehebdo_attack_paris-20150107_210443-20150107_220203,14.98567994,9567,1,0,0,3,26,0.866666667,High,2,2
game_cowboy_offsides-20150104_184648-20150104_193837,10.66525424,472,4,1,4,8,13,0.433333333,Low,4,3
free_anthony_greg-20150117_103904-20150117_114828-20150117_125507,15.47115385,104,0,0,2,9,19,0.633333333,Moderate,3,3
catch_beckham_odell-20141123_205333-20141123_215332,13.34511212,31752,0,0,2,1,27,0.9,Perfect,1,1
girlfriend_both_williams-20141216_104436-20141216_120017,18.4781491,389,3,0,9,11,7,0.233333333,Low,4,3
court_hamas_terror-20141217_044846-20141217_061917,13.98480633,4673,0,0,1,7,22,0.733333333,Moderate,3,2
terry_john_goal-20141226_074211-20141226_083417,12.7115942,2070,0,0,0,3,27,0.9,Perfect,1,2
romo_tony_game-20150104_184648-20150104_193837,17.20181941,2968,1,0,0,3,26,0.866666667,High,2,2
marshawn_lynch_fined-20150127_153325-20150127_163006-20150127_173421,15.81510461,11758,1,0,1,4,24,0.8,High,2,2
awards_album_congratulations-20150115_101528-20150115_104504-20150115_104544-20150115_105409-2015011,16.79634465,383,0,0,3,5,22,0.733333333,Moderate,3,3
school_children_taliban-20141217_044846-20141217_061917,15.51030598,25034,0,0,2,4,24,0.8,High,2,2
lavine_dunk_zach-20150214_212718-20150214_224205,13.24320736,21089,0,0,0,6,24,0.8,High,2,2
pro_man_bowl-20141223_200414-20141223_210618,16.96895787,451,2,1,3,6,18,0.6,Moderate,3,3
oscar_pistorius_because-20141016_044421-20141016_060856,18.39459459,185,4,1,7,8,10,0.333333333,Low,4,3
defoe_deal_sunderland-20150116_080013-20150116_085019,15.56260269,3043,0,0,0,4,26,0.866666667,High,2,2
henry_football_world-20141216_010150-20141216_022922,16.14357262,599,1,0,2,3,24,0.8,High,2,3
game_lakers_tonight-20141219_222342-20141219_233742,15.42545109,1053,0,1,3,7,19,0.633333333,Moderate,3,2
james_news_dies-20141127_090222-20141127_100244,14.099582,4067,0,0,0,2,28,0.933333333,Perfect,1,3
west_chelsea_ham-20141226_091837-20141226_101341,14.23007113,61155,0,0,0,3,27,0.9,Perfect,1,1
sony_north_interview-20141219_172514-20141219_183736,16.26292716,17792,0,0,2,7,21,0.7,Moderate,3,3
#charliehebdo_#jesuischarlie_paris-20150107_125507-20150107_142330-20150107_153233,12.79997146,14013,0,0,0,3,27,0.9,Perfect,1,1
birthday_king_martin-20150115_125123-20150115_134444,13.79870609,17621,0,0,0,3,27,0.9,Perfect,1,1
king_saudi_abdullah-20150122_214703-20150122_230412-20150123_002829,14.37208422,34339,0,0,0,2,28,0.933333333,Perfect,1,2
united_#mufclive_villa-20141220_082757-20141220_091415,15.97043702,778,0,0,2,2,26,0.866666667,High,2,3
manchester_bony_city-20150114_044623-20150114_061420,14.24651881,27864,0,0,0,5,25,0.833333333,High,2,3
tonight_oscar_#oscars-20150222_180855-20150222_190326,16.09948542,1166,0,1,1,3,25,0.833333333,High,2,3
world_trailer_jurassic-20141125_141733-20141125_152705,12.7350198,97996,0,1,1,6,22,0.733333333,Moderate,3,1
gaon_awards_chart-20150128_035328-20150128_055334,13.56619908,13331,0,0,1,5,24,0.8,High,2,3
paris_charlie_hebdo-20150113_035909-20150113_053235,12.9223977,13930,0,0,2,4,24,0.8,High,2,2
liverpool_madrid_real-20141022_145104-20141022_155639,13.75003718,147918,1,0,2,3,24,0.8,High,2,1
scott_without_single-20150104_092526-20150104_101520,19.69230769,13,0,0,4,5,21,0.7,Moderate,3,3
muslim_#chapelhillshooting_students-20150211_090748-20150211_101625,16.16657667,3704,0,0,1,5,24,0.8,High,2,3
kobe_season_bryant-20150123_124052-20150123_134344-20150123_144529,15.22061447,5045,3,2,0,6,19,0.633333333,Moderate,3,2
selfie_totti_goal-20150111_095034-20150111_110337,14.06396256,3205,0,0,0,2,28,0.933333333,Perfect,1,2
canada_game_gold-20150105_211143-20150105_233051,15.75616438,6570,0,0,1,1,28,0.933333333,Perfect,1,1
liverpool_league_balotelli-20150210_135345-20150210_144503-20150210_155635-20150210_161221,16.05529462,4684,0,0,1,6,23,0.766666667,Moderate,3,2
police_officers_nypd-20141221_102623-20141221_112747,16.23724138,18125,1,0,1,0,28,0.933333333,Perfect,1,1
belichick_bill_patriots-20150124_162723-20150124_173732,15.1875876,17837,0,0,3,2,25,0.833333333,High,2,4
